frame	PSR
2	9.1375
3	8.72109
4	8.72864
5	8.50815
6	8.21743
7	7.89073
8	8.00202
9	8.5249
10	8.42187
11	8.58072
12	8.89116
13	9.30362
14	8.58575
15	8.89469
16	8.46697
17	8.1009
18	8.37437
19	8.1252
20	7.99003
21	8.26817
22	8.48549
23	8.78311
24	8.98632
25	8.67328
26	8.71803
27	8.2335
28	8.13765
29	8.42715
30	8.37382
31	8.36284
32	7.96671
33	8.23691
34	8.50079
35	8.72713
36	9.02968
37	9.08364
38	8.67733
39	8.62102
40	8.13769
41	8.39779
42	8.59805
43	8.40781
44	8.26602
45	8.16387
46	8.5334
47	8.2136
48	8.75565
49	8.4022
50	8.39476
51	8.44767
52	8.51608
53	7.97284
54	8.37022
55	8.02155
56	7.73406
57	8.2928
58	8.28915
59	8.72043
60	8.51678
61	8.34938
62	8.84518
63	8.02966
64	8.25661
65	8.04957
66	7.92107
67	7.72881
68	7.78671
69	8.12625
70	8.05795
71	7.85656
72	8.47024
73	8.38608
74	8.47928
75	8.49004
76	8.19414
77	8.50354
78	8.17404
79	7.53478
80	7.78863
81	7.5985
82	7.24577
83	7.31356
84	7.77486
85	7.3415
86	8.20196
87	8.16324
88	7.64434
89	7.62388
90	7.02269
91	7.44597
92	7.43659
93	7.2331
94	6.8741
95	6.4367
96	6.09175
97	6.14406
98	6.02485
99	5.71757
100	6.17725
101	6.33443
102	5.86332
103	6.11927
104	6.49062
105	6.35175
106	6.35473
107	7.16113
108	7.15147
109	7.14751
110	7.28106
111	6.83739
112	6.79689
113	7.25928
114	6.76853
115	6.93326
116	6.87753
117	6.2489
118	6.62791
119	7.44339
120	6.97765
121	6.70621
122	6.33675
123	6.06668
124	7.10192
125	6.98538
126	6.7101
127	6.5095
128	6.74446
129	6.97632
130	7.06069
131	7.70178
132	7.44012
133	7.19178
134	6.84264
135	6.86787
136	7.07729
137	7.1183
138	7.09678
139	7.23688
140	7.5482
141	7.24457
142	7.68686
143	7.62089
144	7.70621
145	6.92798
146	6.97868
147	6.785
148	6.78492
149	6.92269
150	7.26043
151	7.46607
152	7.26805
153	7.33939
154	7.56469
155	7.40454
156	7.32782
157	6.69865
158	6.918
159	7.0869
160	7.18233
161	7.55479
162	7.47658
163	7.82587
164	7.78482
165	8.11215
166	7.83411
167	7.82406
168	7.43743
169	6.9703
170	7.45957
171	7.75275
172	7.27034
173	7.66762
174	7.56598
175	8.01994
176	7.72451
177	7.84611
178	7.77253
179	7.58301
180	7.51884
181	7.04176
182	7.48799
183	7.41267
184	7.73992
185	7.42077
186	7.73136
187	8.02678
188	7.71606
189	7.9752
190	8.28798
191	8.02208
192	7.79858
193	7.49616
194	7.5197
195	7.40082
196	7.41093
197	7.71655
198	7.85319
199	8.01165
200	7.92318
201	8.32147
202	8.23088
203	8.15237
204	8.198
205	7.83478
206	7.78395
207	7.77863
208	7.82613
209	7.64956
210	8.08387
211	8.1938
212	8.21552
213	8.06136
214	7.96818
215	7.87576
216	8.03603
217	7.77889
218	7.37702
219	7.498
220	7.85139
221	7.71917
222	7.96643
223	8.14932
224	8.13593
225	8.29133
226	7.98504
227	7.9219
228	7.91409
229	7.52441
230	7.46337
231	7.49604
232	7.9661
233	7.72637
234	7.93238
235	7.75419
236	7.85474
237	7.8346
238	7.77926
239	8.02554
240	8.01295
241	7.43591
242	7.3699
243	7.60727
244	7.92955
245	7.94796
246	7.91423
247	7.93438
248	7.95435
249	8.00915
250	8.00703
251	7.98682
252	8.06954
253	7.57566
254	7.40013
255	7.47689
256	7.74224
257	7.84837
258	8.03536
259	7.82233
260	7.58154
261	7.97407
262	8.01499
263	8.16014
264	7.8594
265	7.61824
266	7.22928
267	7.71114
268	7.79871
269	7.78428
270	7.92362
271	8.03941
272	8.37823
273	8.24726
274	8.28176
275	8.33617
276	8.2962
277	7.63541
278	7.4832
279	7.69549
280	7.92807
281	8.02023
282	7.96994
283	8.06316
284	8.10096
285	8.24209
286	8.45998
287	8.55941
288	8.3983
289	7.57319
290	7.5394
291	7.40899
292	7.7795
293	7.78633
294	7.6005
295	7.1533
296	7.10255
297	7.86881
298	8.11333
299	8.26658
300	7.89187
301	7.07241
302	6.87037
303	6.65084
304	6.83981
305	7.05303
306	6.8185
307	6.29287
308	6.12748
309	6.54961
310	7.23859
311	7.64486
312	7.43798
313	6.20423
314	5.82292
315	6.30442
316	5.85778
317	5.95571
318	5.58246
319	5.84506
320	4.93375
321	5.55636
322	6.47382
323	6.62908
324	6.12621
325	5.98214
326	6.12189
327	6.01767
328	5.68813
329	5.57809
330	5.47251
331	5.60131
332	5.78479
333	4.91208
334	5.67214
335	6.10848
336	5.77695
337	6.18629
338	6.01447
339	6.44232
340	6.05564
341	6.09078
342	5.71918
343	6.00441
344	6.09027
345	5.72515
346	5.97055
347	5.67516
348	6.07575
349	6.20108
350	6.48409
351	6.29777
352	6.46413
353	5.98745
354	5.90922
355	6.07755
356	5.94508
357	5.94199
358	6.11812
359	6.56221
360	6.33762
361	6.18009
362	5.37557
363	6.33922
364	5.65021
365	6.31239
366	6.3208
367	6.09133
368	6.71549
369	6.38988
370	6.04312
371	6.73875
372	6.73649
373	6.19567
374	6.50469
375	6.20017
376	6.86397
377	6.94309
378	6.43367
379	6.71053
380	6.59596
381	6.86064
382	6.85573
383	6.83567
384	6.76917
385	6.71078
386	6.56343
387	6.50747
388	6.37524
389	6.77153
390	6.67293
391	6.29482
392	6.34318
393	6.51428
394	6.57414
395	6.40091
396	6.98614
397	6.58222
398	6.73446
399	6.45168
400	6.76148
401	6.4659
402	6.80499
403	6.77054
404	6.51372
405	6.68889
406	7.0319
407	6.62671
408	6.6199
409	7.20327
410	6.87725
411	6.95634
412	7.0712
413	6.98376
414	6.91973
415	7.40229
416	7.08308
417	7.07057
418	7.20842
419	7.39796
420	6.92922
421	6.89543
422	7.31958
423	7.06897
424	7.0804
425	6.80641
426	6.32101
427	6.96848
428	7.24073
429	6.96037
430	7.141
431	7.4846
432	7.26063
433	7.15337
434	7.39275
435	7.12894
436	6.94954
437	7.17489
438	6.87039
439	6.52972
440	6.48311
441	6.74943
442	7.10567
443	7.27548
444	7.4542
445	7.1371
446	6.97662
447	7.28289
448	7.21908
449	7.19127
450	7.15949
451	6.44854
452	6.27047
453	6.03112
454	6.09395
455	6.06829
456	6.66479
457	6.41037
458	6.70372
459	6.47461
460	6.36087
461	6.70468
462	6.1822
463	6.43898
464	6.22853
465	5.78922
466	5.93814
467	6.25946
468	6.44087
469	6.09674
470	6.03246
471	6.01055
472	5.8132
473	6.2209
474	6.48835
475	6.57168
476	6.83877
477	6.8636
478	6.07465
479	6.32652
480	6.71224
481	6.4783
482	6.10862
483	6.09377
484	5.88602
485	5.94824
486	6.24988
487	6.56128
488	5.98731
489	6.48634
490	6.44198
491	6.22689
492	5.63315
493	6.58972
494	6.82434
495	6.44595
496	6.36555
497	6.53181
498	6.13509
499	5.99845
500	6.01652
501	6.82691
502	6.5337
503	6.72422
504	6.41383
505	6.04813
506	5.93855
507	6.57565
508	6.09499
509	6.68131
510	6.39725
511	6.21761
512	6.07794
513	6.63414
514	6.42762
515	6.29273
516	6.45561
517	6.45093
518	5.9663
519	5.68751
520	5.19709
521	5.00012
522	5.25675
523	4.83863
524	4.80266
525	4.82256
526	5.00853
527	5.88312
528	5.23625
529	5.27342
530	4.91277
531	4.75381
532	4.33778
533	4.56604
534	4.80214
535	4.61637
536	4.57033
537	4.79894
538	5.16794
539	5.30149
540	5.20464
541	5.54239
542	5.14415
543	5.10033
544	4.65137
545	4.66434
546	5.12751
547	5.84333
548	5.78968
549	5.66916
550	4.9921
551	4.33563
552	5.33806
553	5.17467
554	5.05002
555	4.87863
556	5.52049
557	5.34996
558	5.50595
559	5.18646
560	4.89105
561	5.07726
562	5.45073
563	4.89958
564	5.05465
565	5.09827
566	4.73275
567	4.47396
568	4.17337
569	4.58409
570	4.49417
571	5.30331
572	5.18889
573	4.44088
574	4.75409
575	5.4738
576	5.77168
577	5.62605
578	5.29063
579	5.37442
580	4.85594
581	4.75404
582	5.15647
583	5.48294
584	5.24996
585	5.47493
586	5.3567
587	5.52376
588	5.61533
589	5.85063
590	5.93131
591	6.00039
592	5.56498
593	5.38819
594	5.7879
595	5.86204
596	5.70289
597	6.01886
598	5.75455
599	5.79533
600	5.56909
601	5.68392
602	5.35882
603	5.77831
604	5.39971
605	5.56124
606	5.84534
607	5.82841
608	5.66602
609	5.64817
610	5.62154
611	5.5345
612	5.15953
613	5.46673
614	5.45098
615	5.50336
616	5.79583
617	5.70133
618	5.66667
619	5.95527
620	5.73356
621	5.557
622	5.54345
623	5.53985
624	5.45876
