frame	PSR
2	5.46392
3	6.11737
4	5.73116
5	6.12676
6	5.88508
7	5.49827
8	6.56512
9	5.7612
10	5.11609
11	4.80563
12	5.50458
13	5.30145
14	5.4354
15	5.46238
16	5.67768
17	5.07758
18	5.3734
19	4.79777
20	5.36583
21	5.18058
22	5.63679
23	4.94529
24	8.26595
25	5.36707
26	5.38916
27	5.03455
28	5.81698
29	5.62408
30	5.65803
31	5.58883
32	5.3
33	5.39528
34	5.71781
35	5.27321
36	4.50967
37	5.24248
38	5.48802
39	5.52874
40	5.68372
41	5.83594
42	5.59701
43	5.14572
44	5.54147
45	5.40605
46	5.29887
47	5.31259
48	5.88414
49	5.82348
50	5.27351
51	5.74794
52	4.92782
53	5.18568
54	6.00955
55	5.9426
56	6.0314
57	5.30624
58	5.75587
59	5.42033
60	5.18692
61	4.70783
62	5.86951
63	6.11423
64	5.7399
65	6.10805
66	5.85898
67	7.87276
68	5.04795
69	7.76099
70	5.27493
71	5.74662
72	5.78769
73	5.88427
74	5.99558
75	6.03508
76	4.96478
77	5.78633
78	5.82779
79	5.40942
80	4.77828
81	5.017
82	4.56808
83	4.54416
84	3.73744
85	3.14667
86	4.34205
87	4.33644
88	5.42415
89	5.15616
90	4.89398
91	5.19864
92	5.29235
93	5.19168
94	5.33445
95	5.86972
96	6.07709
97	5.91748
98	5.87229
99	5.91459
100	5.85959
101	5.85335
102	5.70459
103	5.64738
104	5.35975
105	5.11534
106	5.41012
107	5.46017
108	5.24311
109	5.32301
110	4.91813
111	5.24053
112	4.97474
113	5.2735
114	5.30224
115	4.84489
116	4.59955
117	4.88451
118	4.68493
119	4.94884
120	5.30896
121	5.07073
122	5.42448
123	5.4394
124	5.04298
125	5.25264
126	5.30972
127	5.36605
128	5.21462
129	5.53425
130	5.51606
131	5.46859
132	5.11293
133	5.62043
134	5.06672
135	5.16203
136	4.87019
137	5.52695
138	4.99411
139	5.90161
140	5.79826
141	5.76293
142	5.60022
143	5.39664
144	5.13462
145	5.83585
146	5.71641
147	5.69239
148	5.76931
149	6.08549
150	5.93149
151	5.62961
152	5.54985
153	5.06362
154	5.45009
155	5.59266
156	6.10068
157	5.93397
158	5.71102
159	5.59252
160	5.72584
161	5.70752
162	5.69021
163	5.40881
164	6.0396
165	5.74341
166	5.97508
167	5.30691
168	6.04542
169	6.00093
170	5.49623
171	5.39562
172	5.84875
173	5.9647
174	5.8208
175	5.87177
176	5.47654
177	5.65738
178	5.69587
179	5.90155
180	5.42247
181	5.89868
182	5.64246
183	5.75345
184	5.31888
185	5.76351
186	5.93379
187	5.45699
188	5.22277
189	4.81796
190	4.93112
